world_index,world_timestamp,img_to_surf_trans,surf_to_img_trans,num_detected_markers
14268,102178.059774,"[[ 2.55350200e-03 -7.32332266e-05 -1.20774971e+00]
 [-1.56705049e-05 -2.93043815e-03  1.39700012e+00]
 [ 5.87916326e-05 -7.27494108e-05  1.00588529e+00]]","[[ 3.80283716e+02 -2.15829392e+01  4.86575277e+02]
 [-1.30804772e+01 -3.52689213e+02  4.74118603e+02]
 [-2.31727193e-02 -2.42463393e-02  1.00000000e+00]]",4
14269,102178.093285,"[[ 2.55452642e-03 -7.45494746e-05 -1.20756244e+00]
 [-1.57546361e-05 -2.92910684e-03  1.39623742e+00]
 [ 6.02001470e-05 -7.20578536e-05  1.00486939e+00]]","[[ 3.79862490e+02 -2.16373999e+01  4.86549422e+02]
 [-1.33470939e+01 -3.52723467e+02  4.74059872e+02]
 [-2.37140676e-02 -2.39970702e-02  1.00000000e+00]]",4
14270,102178.126795,"[[ 2.55423146e-03 -7.43993950e-05 -1.20741282e+00]
 [-1.60476838e-05 -2.93026602e-03  1.39693272e+00]
 [ 5.96951955e-05 -7.32534210e-05  1.00568374e+00]]","[[ 3.79999677e+02 -2.18106282e+01  4.86519213e+02]
 [-1.32957658e+01 -3.52779370e+02  4.74061126e+02]
 [-2.35244087e-02 -2.44016136e-02  1.00000000e+00]]",4
14271,102178.160306,"[[ 2.55344533e-03 -7.50388713e-05 -1.20663656e+00]
 [-1.70727490e-05 -2.92906487e-03  1.39729281e+00]
 [ 5.89329482e-05 -7.27733891e-05  1.00583958e+00]]","[[ 3.80253747e+02 -2.18285352e+01  4.86488044e+02]
 [-1.33038152e+01 -3.52846897e+02  4.74208385e+02]
 [-2.32419152e-02 -2.42498358e-02  1.00000000e+00]]",4
14272,102178.193816,"[[ 2.55501663e-03 -7.61646279e-05 -1.20731332e+00]
 [-1.55604915e-05 -2.93053668e-03  1.39608972e+00]
 [ 6.12577481e-05 -7.20371835e-05  1.00432080e+00]]","[[ 3.79586263e+02 -2.18280834e+01  4.86650797e+02]
 [-1.35067893e+01 -3.52530373e+02  4.73809867e+02]
 [-2.41213672e-02 -2.39546527e-02  1.00000000e+00]]",4
14273,102178.227326,"[[ 2.55298238e-03 -7.52062268e-05 -1.20738005e+00]
 [-1.64452767e-05 -2.92784403e-03  1.39623052e+00]
 [ 5.97565042e-05 -7.16128388e-05  1.00485964e+00]]","[[ 3.80162559e+02 -2.16741898e+01  4.86896709e+02]
 [-1.33707113e+01 -3.52802034e+02  4.74145262e+02]
 [-2.35602060e-02 -2.38540591e-02  1.00000000e+00]]",4
14274,102178.260837,"[[ 2.55233693e-03 -7.51251916e-05 -1.20724389e+00]
 [-1.82862782e-05 -2.92913281e-03  1.39810106e+00]
 [ 5.85022638e-05 -7.23384970e-05  1.00581992e+00]]","[[ 3.80480202e+02 -2.17843473e+01  4.86955077e+02]
 [-1.33981515e+01 -3.52766988e+02  4.74268856e+02]
 [-2.30937515e-02 -2.41039171e-02  1.00000000e+00]]",4
14275,102178.294347,"[[ 2.55316029e-03 -7.68071419e-05 -1.20647445e+00]
 [-1.92429162e-05 -2.92912934e-03  1.39810963e+00]
 [ 5.97069760e-05 -7.12177135e-05  1.00469971e+00]]","[[ 3.80122947e+02 -2.18034952e+01  4.86804459e+02]
 [-1.37446589e+01 -3.52565397e+02  4.74114296e+02]
 [-2.35641103e-02 -2.36957176e-02  1.00000000e+00]]",4
14311,102179.500722,"[[ 2.54609629e-03 -8.42711607e-05 -1.17928698e+00]
 [-2.99211584e-05 -2.92892072e-03  1.38983916e+00]
 [ 5.09442196e-05 -7.87710375e-05  1.01260547e+00]]","[[ 3.82898793e+02 -2.38915582e+01  4.78718513e+02]
 [-1.35529259e+01 -3.53663138e+02  4.69632157e+02]
 [-2.03179410e-02 -2.63096303e-02  1.00000000e+00]]",4
14312,102179.534232,"[[ 2.54618156e-03 -8.64106523e-05 -1.17742545e+00]
 [-3.14787754e-05 -2.92699722e-03  1.39068230e+00]
 [ 5.04279225e-05 -7.92343901e-05  1.01311481e+00]]","[[ 3.82970671e+02 -2.42558182e+01  4.78377719e+02]
 [-1.36841776e+01 -3.53965469e+02  4.69977746e+02]
 [-2.01326371e-02 -2.64758420e-02  1.00000000e+00]]",4
14313,102179.567743,"[[ 2.54395827e-03 -8.75556379e-05 -1.17518497e+00]
 [-3.26618003e-05 -2.92630924e-03  1.39148185e+00]
 [ 4.84357721e-05 -7.85074648e-05  1.01375316e+00]]","[[ 3.83672699e+02 -2.43069794e+01  4.78133265e+02]
 [-1.34960226e+01 -3.53937394e+02  4.70170800e+02]
 [-1.93765333e-02 -2.62484016e-02  1.00000000e+00]]",4
14314,102179.601253,"[[ 2.54371324e-03 -8.86136744e-05 -1.17400095e+00]
 [-3.42252168e-05 -2.92647863e-03  1.39168211e+00]
 [ 4.80518753e-05 -7.88886597e-05  1.01411037e+00]]","[[ 3.83768604e+02 -2.45032366e+01  4.77902048e+02]
 [-1.36402531e+01 -3.53963202e+02  4.69959286e+02]
 [-1.92453041e-02 -2.63741078e-02  1.00000000e+00]]",4
14315,102179.634764,"[[ 2.54349541e-03 -8.97788945e-05 -1.17318363e+00]
 [-3.56373946e-05 -2.92398655e-03  1.39089930e+00]
 [ 4.88650819e-05 -7.73324252e-05  1.01298620e+00]]","[[ 3.83637600e+02 -2.44168646e+01  4.77833508e+02]
 [-1.39867957e+01 -3.53996109e+02  4.69862135e+02]
 [-1.95739246e-02 -2.58465963e-02  1.00000000e+00]]",4
14316,102179.668274,"[[ 2.54340828e-03 -9.29901352e-05 -1.17258871e+00]
 [-3.64943652e-05 -2.92633122e-03  1.39127836e+00]
 [ 4.73953634e-05 -7.89301076e-05  1.01439116e+00]]","[[ 3.83902135e+02 -2.50973252e+01  4.78194897e+02]
 [-1.38270570e+01 -3.53948177e+02  4.69470759e+02]
 [-1.90129342e-02 -2.63682019e-02  1.00000000e+00]]",4
14317,102179.701784,"[[ 2.54457222e-03 -9.40785625e-05 -1.17319066e+00]
 [-3.72296915e-05 -2.92655797e-03  1.39091787e+00]
 [ 4.82563024e-05 -8.04348032e-05  1.01465311e+00]]","[[ 3.83547960e+02 -2.54783607e+01  4.78403096e+02]
 [-1.40793262e+01 -3.54141119e+02  4.69188406e+02]
 [-1.93574276e-02 -2.68621654e-02  1.00000000e+00]]",4
14318,102179.735295,"[[ 2.54449087e-03 -9.36812212e-05 -1.17407557e+00]
 [-3.71501535e-05 -2.92515856e-03  1.38998846e+00]
 [ 5.03833691e-05 -7.89761193e-05  1.01293005e+00]]","[[ 3.83159555e+02 -2.51951875e+01  4.78689810e+02]
 [-1.44581382e+01 -3.54064087e+02  4.69104506e+02]
 [-2.01857147e-02 -2.63524507e-02  1.00000000e+00]]",4
14319,102179.768805,"[[ 2.54450318e-03 -9.36164866e-05 -1.17504116e+00]
 [-3.61979967e-05 -2.92687753e-03  1.38980094e+00]
 [ 5.03335631e-05 -7.95909237e-05  1.01320928e+00]]","[[ 3.83168169e+02 -2.52824858e+01  4.79048115e+02]
 [-1.43111124e+01 -3.53954584e+02  4.68916223e+02]
 [-2.01589685e-02 -2.65483304e-02  1.00000000e+00]]",4
14320,102179.802316,"[[ 2.54532570e-03 -9.28794214e-05 -1.17633361e+00]
 [-3.37949400e-05 -2.92869010e-03  1.38746796e+00]
 [ 4.90532480e-05 -8.17375373e-05  1.01476290e+00]]","[[ 3.83302185e+02 -2.55311323e+01  4.79239901e+02]
 [-1.37247288e+01 -3.54081993e+02  4.68220274e+02]
 [-1.96341852e-02 -2.72865762e-02  1.00000000e+00]]",4
14321,102179.835826,"[[ 2.54500856e-03 -9.25188638e-05 -1.17639032e+00]
 [-3.39944786e-05 -2.92939167e-03  1.38754354e+00]
 [ 4.81424445e-05 -8.26013430e-05  1.01559346e+00]]","[[ 3.83517972e+02 -2.56262909e+01  4.79251238e+02]
 [-1.35851295e+01 -3.54137999e+02  4.68101163e+02]
 [-1.92849240e-02 -2.75883640e-02  1.00000000e+00]]",4
14322,102179.869336,"[[ 2.54665903e-03 -9.14912004e-05 -1.17757475e+00]
 [-3.40718356e-05 -2.93188840e-03  1.38705747e+00]
 [ 5.07198916e-05 -8.26094100e-05  1.01431717e+00]]","[[ 3.82787090e+02 -2.54469987e+01  4.79196132e+02]
 [-1.40449995e+01 -3.53811881e+02  4.67524747e+02]
 [-2.02847487e-02 -2.75431814e-02  1.00000000e+00]]",4
14323,102179.902847,"[[ 2.54638791e-03 -9.09258736e-05 -1.17728324e+00]
 [-3.29105087e-05 -2.92830438e-03  1.38371229e+00]
 [ 5.12234507e-05 -8.21530772e-05  1.01384072e+00]]","[[ 3.82749923e+02 -2.53233437e+01  4.79015376e+02]
 [-1.39745635e+01 -3.54166355e+02  4.67146676e+02]
 [-2.04704988e-02 -2.74192054e-02  1.00000000e+00]]",4
14324,102179.936357,"[[ 2.54388582e-03 -9.11412180e-05 -1.17557667e+00]
 [-3.37942831e-05 -2.92624521e-03  1.38413064e+00]
 [ 4.93302329e-05 -8.18345221e-05  1.01463301e+00]]","[[ 3.83476794e+02 -2.53356736e+01  4.78866991e+02]
 [-1.37728905e+01 -3.54379170e+02  4.67475408e+02]
 [-1.97550221e-02 -2.73504165e-02  1.00000000e+00]]",4
14325,102179.969868,"[[ 2.54654733e-03 -9.08639521e-05 -1.17659818e+00]
 [-3.44338546e-05 -2.93128763e-03  1.38628272e+00]
 [ 5.17454017e-05 -8.15342971e-05  1.01333013e+00]]","[[ 3.82620819e+02 -2.51758885e+01  4.78710581e+02]
 [-1.42781998e+01 -3.53702523e+02  4.67302784e+02]
 [-2.06872670e-02 -2.71739182e-02  1.00000000e+00]]",4
14326,102180.003378,"[[ 2.54402943e-03 -9.18043422e-05 -1.17464233e+00]
 [-3.48985502e-05 -2.92723533e-03  1.38368708e+00]
 [ 4.87734519e-05 -8.28842646e-05  1.01536415e+00]]","[[ 3.83551164e+02 -2.55798234e+01  4.78576974e+02]
 [-1.38146968e+01 -3.54408729e+02  4.66988569e+02]
 [-1.95517393e-02 -2.77016778e-02  1.00000000e+00]]",4
14327,102180.036888,"[[ 2.54576592e-03 -9.05829627e-05 -1.17571884e+00]
 [-3.21613693e-05 -2.92687017e-03  1.38261893e+00]
 [ 4.98750919e-05 -8.28283099e-05  1.01482870e+00]]","[[ 3.83114660e+02 -2.53968324e+01  4.78454409e+02]
 [-1.36297273e+01 -3.54459533e+02  4.67130793e+02]
 [-1.99411056e-02 -2.76821249e-02  1.00000000e+00]]",4
14328,102180.070399,"[[ 2.54498867e-03 -9.01740443e-05 -1.17523480e+00]
 [-3.18665486e-05 -2.92772723e-03  1.38299107e+00]
 [ 4.86432608e-05 -8.34311487e-05  1.01570872e+00]]","[[ 3.83467875e+02 -2.54419292e+01  4.78336694e+02]
 [-1.33675317e+01 -3.54463068e+02  4.67170615e+02]
 [-1.94626628e-02 -2.78974492e-02  1.00000000e+00]]",4
14329,102180.103909,"[[ 2.54301996e-03 -9.08462563e-05 -1.17341496e+00]
 [-3.50656509e-05 -2.92847340e-03  1.38432306e+00]
 [ 4.59682003e-05 -8.41086422e-05  1.01729983e+00]]","[[ 3.84237148e+02 -2.56514354e+01  4.78108298e+02]
 [-1.33291852e+01 -3.54473666e+02  4.66986615e+02]
 [-1.84643595e-02 -2.81481895e-02  1.00000000e+00]]",4
14330,102180.13742,"[[ 2.54327368e-03 -9.19919854e-05 -1.17238190e+00]
 [-3.60904387e-05 -2.92784528e-03  1.38346196e+00]
 [ 4.74288515e-05 -8.32762060e-05  1.01619509e+00]]","[[ 3.83918639e+02 -2.56540623e+01  4.77851829e+02]
 [-1.37310058e+01 -3.54388914e+02  4.66628510e+02]
 [-1.90438690e-02 -2.78444777e-02  1.00000000e+00]]",4
14331,102180.17093,"[[ 2.54539748e-03 -9.43632978e-05 -1.17270566e+00]
 [-3.61269004e-05 -2.92860634e-03  1.38393101e+00]
 [ 4.82108130e-05 -8.48376859e-05  1.01654476e+00]]","[[ 3.83440248e+02 -2.62023857e+01  4.78016180e+02]
 [-1.38705775e+01 -3.54530897e+02  4.66659430e+02]
 [-1.93426936e-02 -2.83453752e-02  1.00000000e+00]]",4
14332,102180.204441,"[[ 2.54527286e-03 -9.44679647e-05 -1.17336899e+00]
 [-3.68734045e-05 -2.92605871e-03  1.38417345e+00]
 [ 4.86242439e-05 -8.31178416e-05  1.01555934e+00]]","[[ 3.83371085e+02 -2.59647154e+01  4.78332867e+02]
 [-1.40585284e+01 -3.54569042e+02  4.67022647e+02]
 [-1.95061410e-02 -2.77763176e-02  1.00000000e+00]]",4
14333,102180.237951,"[[ 2.54543230e-03 -9.43090903e-05 -1.17378051e+00]
 [-3.69769765e-05 -2.92696007e-03  1.38494508e+00]
 [ 4.87454911e-05 -8.35063176e-05  1.01568607e+00]]","[[ 3.83320671e+02 -2.60008051e+01  4.78439188e+02]
 [-1.40956154e+01 -3.54524302e+02  4.67124187e+02]
 [-1.95554787e-02 -2.78999563e-02  1.00000000e+00]]",4
14334,102180.271461,"[[ 2.54430180e-03 -9.54305445e-05 -1.17265670e+00]
 [-4.01654548e-05 -2.92848826e-03  1.38643026e+00]
 [ 4.83132568e-05 -8.29230427e-05  1.01560067e+00]]","[[ 3.83539612e+02 -2.60449405e+01  4.78406330e+02]
 [-1.44571491e+01 -3.54221802e+02  4.66867109e+02]
 [-1.94258227e-02 -2.76829609e-02  1.00000000e+00]]",4
14335,102180.304972,"[[ 2.54613925e-03 -9.55474627e-05 -1.17258087e+00]
 [-4.07070575e-05 -2.92898094e-03  1.38651651e+00]
 [ 4.93984803e-05 -8.44742123e-05  1.01581220e+00]]","[[ 3.83056527e+02 -2.62831302e+01  4.78047763e+02]
 [-1.47212742e+01 -3.54396452e+02  4.66734548e+02]
 [-1.98520734e-02 -2.81932176e-02  1.00000000e+00]]",4
14336,102180.338482,"[[ 2.54275760e-03 -9.65004730e-05 -1.16938948e+00]
 [-4.03301486e-05 -2.92703695e-03  1.38546775e+00]
 [ 4.77841215e-05 -8.42751558e-05  1.01651387e+00]]","[[ 3.83879731e+02 -2.64071608e+01  4.77604099e+02]
 [-1.43956943e+01 -3.54606581e+02  4.66753897e+02]
 [-1.92388474e-02 -2.81576896e-02  1.00000000e+00]]",4
14337,102180.371993,"[[ 2.54356655e-03 -9.86341449e-05 -1.16976788e+00]
 [-4.04704262e-05 -2.92593587e-03  1.38565581e+00]
 [ 4.75910666e-05 -8.47655431e-05  1.01683401e+00]]","[[ 3.83779001e+02 -2.67851747e+01  4.78000712e+02]
 [-1.43825096e+01 -3.54814329e+02  4.66965434e+02]
 [-1.91610361e-02 -2.83244795e-02  1.00000000e+00]]",4
14338,102180.405503,"[[ 2.54478212e-03 -9.85471452e-05 -1.17150211e+00]
 [-3.99166518e-05 -2.92725447e-03  1.38622256e+00]
 [ 4.89286889e-05 -8.43274754e-05  1.01597426e+00]]","[[ 3.83343321e+02 -2.66881722e+01  4.78440524e+02]
 [-1.45415320e+01 -3.54581642e+02  4.67033131e+02]
 [-1.96685463e-02 -2.81455532e-02  1.00000000e+00]]",4
14339,102180.439013,"[[ 2.54335537e-03 -9.54160655e-05 -1.17284273e+00]
 [-4.00687452e-05 -2.92578867e-03  1.38523951e+00]
 [ 4.92112783e-05 -8.15718977e-05  1.01453090e+00]]","[[ 3.83512608e+02 -2.58522288e+01  4.78656194e+02]
 [-1.46162914e+01 -3.54328926e+02  4.66903289e+02]
 [-1.97780316e-02 -2.72353081e-02  1.00000000e+00]]",4
14340,102180.472524,"[[ 2.54452093e-03 -9.67696678e-05 -1.17377271e+00]
 [-4.00412359e-05 -2.92798920e-03  1.38551979e+00]
 [ 4.96477580e-05 -8.29012103e-05  1.01490231e+00]]","[[ 3.83241662e+02 -2.62293496e+01  4.79041066e+02]
 [-1.46797546e+01 -3.54258504e+02  4.66647347e+02]
 [-1.99468051e-02 -2.76541200e-02  1.00000000e+00]]",4
14341,102180.506034,"[[ 2.54594511e-03 -9.73830115e-05 -1.17442751e+00]
 [-4.10373002e-05 -2.92761575e-03  1.38625156e+00]
 [ 5.05549966e-05 -8.43324985e-05  1.01514243e+00]]","[[ 3.82839227e+02 -2.65368863e+01  4.79148255e+02]
 [-1.49835693e+01 -3.54522830e+02  4.66792343e+02]
 [-2.03104876e-02 -2.81302634e-02  1.00000000e+00]]",4
14342,102180.539545,"[[ 2.54822462e-03 -9.79600120e-05 -1.17576682e+00]
 [-3.79217450e-05 -2.92993905e-03  1.38548852e+00]
 [ 5.28492828e-05 -8.47403263e-05  1.01421256e+00]]","[[ 3.82092185e+02 -2.66386789e+01  4.79346164e+02]
 [-1.49511262e+01 -3.54301243e+02  4.66668711e+02]
 [-2.11595302e-02 -2.82147639e-02  1.00000000e+00]]",4
14343,102180.573055,"[[ 2.54382034e-03 -9.51562142e-05 -1.17541758e+00]
 [-3.62643514e-05 -2.92676013e-03  1.38305036e+00]
 [ 4.88668686e-05 -8.38362105e-05  1.01568621e+00]]","[[ 3.83524308e+02 -2.62051042e+01  4.79522306e+02]
 [-1.40185409e+01 -3.54584922e+02  4.66611795e+02]
 [-1.96092977e-02 -2.80071685e-02  1.00000000e+00]]",4
14344,102180.606565,"[[ 2.54348420e-03 -9.34693268e-05 -1.17604028e+00]
 [-3.64753265e-05 -2.92572270e-03  1.38296451e+00]
 [ 4.86265569e-05 -8.34845912e-05  1.01564573e+00]]","[[ 3.83621898e+02 -2.59388252e+01  4.79524764e+02]
 [-1.40088207e+01 -3.54665866e+02  4.66713299e+02]
 [-1.95183538e-02 -2.79111291e-02  1.00000000e+00]]",4
14345,102180.640076,"[[ 2.54484122e-03 -9.28729265e-05 -1.17667575e+00]
 [-3.49134060e-05 -2.92715955e-03  1.38299541e+00]
 [ 4.94867196e-05 -8.46492175e-05  1.01578572e+00]]","[[ 3.83272216e+02 -2.60243285e+01  4.79410805e+02]
 [-1.39424162e+01 -3.54683542e+02  4.66751990e+02]
 [-1.98340052e-02 -2.82892592e-02  1.00000000e+00]]",4
14346,102180.673586,"[[ 2.54472379e-03 -9.24967890e-05 -1.17672956e+00]
 [-3.43386980e-05 -2.92757562e-03  1.38246254e+00]
 [ 4.94885228e-05 -8.37609086e-05  1.01535890e+00]]","[[ 3.83298727e+02 -2.58258617e+01  4.79379488e+02]
 [-1.38577046e+01 -3.54491574e+02  4.66598116e+02]
 [-1.98251296e-02 -2.79846393e-02  1.00000000e+00]]",4
14347,102180.707097,"[[ 2.54510955e-03 -9.26543885e-05 -1.17711559e+00]
 [-3.29247305e-05 -2.92910663e-03  1.38121873e+00]
 [ 5.01754714e-05 -8.40293058e-05  1.01511339e+00]]","[[ 3.83123155e+02 -2.58739964e+01  4.79471446e+02]
 [-1.37739815e+01 -3.54338373e+02  4.66159971e+02]
 [-2.00773659e-02 -2.80525976e-02  1.00000000e+00]]",4
14348,102180.740607,"[[ 2.54595388e-03 -9.18802337e-05 -1.17874022e+00]
 [-3.19592222e-05 -2.92680470e-03  1.37950060e+00]
 [ 5.13753059e-05 -8.30295050e-05  1.01404936e+00]]","[[ 3.82776279e+02 -2.56278339e+01  4.79806436e+02]
 [-1.38548849e+01 -3.54457054e+02  4.66094087e+02]
 [-2.05272184e-02 -2.77242480e-02  1.00000000e+00]]",4
14349,102180.774117,"[[ 2.54579291e-03 -9.21620864e-05 -1.17979378e+00]
 [-3.28761834e-05 -2.92699990e-03  1.38110660e+00]
 [ 5.07849708e-05 -8.31109563e-05  1.01437478e+00]]","[[ 3.82891500e+02 -2.56944130e+01  4.80315309e+02]
 [-1.38825300e+01 -3.54454447e+02  4.66455658e+02]
 [-2.03070152e-02 -2.77551835e-02  1.00000000e+00]]",4
14350,102180.807628,"[[ 2.54615659e-03 -9.36137400e-05 -1.17972602e+00]
 [-3.42198717e-05 -2.93060905e-03  1.38246134e+00]
 [ 5.12585299e-05 -8.43834124e-05  1.01470454e+00]]","[[ 3.82725810e+02 -2.60602513e+01  4.80473741e+02]
 [-1.41441518e+01 -3.54195598e+02  4.66121397e+02]
 [-2.05099055e-02 -2.81386572e-02  1.00000000e+00]]",4
14351,102180.841138,"[[ 2.54570357e-03 -9.34586302e-05 -1.17928860e+00]
 [-3.44825958e-05 -2.92715911e-03  1.38097739e+00]
 [ 5.09463044e-05 -8.44374658e-05  1.01488565e+00]]","[[ 3.82852182e+02 -2.60802840e+01  4.80359043e+02]
 [-1.41318538e+01 -3.54622821e+02  4.66122038e+02]
 [-2.03945753e-02 -2.81950566e-02  1.00000000e+00]]",4
14352,102180.874649,"[[ 2.54720983e-03 -9.29616798e-05 -1.17958027e+00]
 [-3.53660179e-05 -2.92400990e-03  1.38380830e+00]
 [ 5.18604828e-05 -8.44042010e-05  1.01455406e+00]]","[[ 3.82449513e+02 -2.60189180e+01  4.80147008e+02]
 [-1.44464613e+01 -3.55030176e+02  4.67449654e+02]
 [-2.07513422e-02 -2.82061704e-02  1.00000000e+00]]",4
14353,102180.908159,"[[ 2.54220101e-03 -9.07134969e-05 -1.17656972e+00]
 [-3.74217769e-05 -2.91915421e-03  1.38683021e+00]
 [ 4.85817495e-05 -8.04060304e-05  1.01440766e+00]]","[[ 3.83825691e+02 -2.51363033e+01  4.79548300e+02]
 [-1.41876193e+01 -3.55040492e+02  4.68931943e+02]
 [-1.95066485e-02 -2.69381158e-02  1.00000000e+00]]",4
14354,102180.941669,"[[ 2.54308715e-03 -9.11427847e-05 -1.17556532e+00]
 [-3.67109528e-05 -2.92614191e-03  1.38981695e+00]
 [ 4.91974114e-05 -8.01693148e-05  1.01402701e+00]]","[[ 3.83593113e+02 -2.50733421e+01  4.79066247e+02]
 [-1.41846094e+01 -3.54153365e+02  4.68955372e+02]
 [-1.97321752e-02 -2.67830036e-02  1.00000000e+00]]",4
14355,102180.97518,"[[ 2.54382999e-03 -9.18636263e-05 -1.17474934e+00]
 [-3.86848525e-05 -2.92371091e-03  1.38972710e+00]
 [ 4.97710893e-05 -7.82172512e-05  1.01285613e+00]]","[[ 3.83363340e+02 -2.48529589e+01  4.78739918e+02]
 [-1.45613161e+01 -3.54120469e+02  4.68995449e+02]
 [-1.99627139e-02 -2.61254981e-02  1.00000000e+00]]",4
14356,102181.00869,"[[ 2.54340830e-03 -9.36391597e-05 -1.17450714e+00]
 [-3.73421902e-05 -2.92328790e-03  1.38975341e+00]
 [ 4.92961484e-05 -7.83145664e-05  1.01313617e+00]]","[[ 3.83519264e+02 -2.51189674e+01  4.79062241e+02]
 [-1.42959765e+01 -3.54194819e+02  4.69288083e+02]
 [-1.97659568e-02 -2.61567459e-02  1.00000000e+00]]",4
14357,102181.042201,"[[ 2.54674913e-03 -9.53731582e-05 -1.17687857e+00]
 [-3.87629255e-05 -2.92891280e-03  1.39380140e+00]
 [ 5.05427325e-05 -8.10982991e-05  1.01383292e+00]]","[[ 3.82745597e+02 -2.57453830e+01  4.79693481e+02]
 [-1.47054920e+01 -3.53945474e+02  4.69528173e+02]
 [-2.02573801e-02 -2.70292406e-02  1.00000000e+00]]",4
14358,102181.075711,"[[ 2.54969305e-03 -9.74117340e-05 -1.17900279e+00]
 [-3.89820636e-05 -2.93197523e-03  1.39579194e+00]
 [ 5.23578074e-05 -8.18728211e-05  1.01330311e+00]]","[[ 3.81940951e+02 -2.61030304e+01  4.80353647e+02]
 [-1.50521082e+01 -3.53682089e+02  4.69672032e+02]
 [-2.09512327e-02 -2.72280354e-02  1.00000000e+00]]",4
14359,102181.109222,"[[ 2.54928184e-03 -9.70738215e-05 -1.17980900e+00]
 [-3.83825825e-05 -2.92828910e-03  1.39513355e+00]
 [ 5.24176629e-05 -7.94427728e-05  1.01215129e+00]]","[[ 3.81996244e+02 -2.57044930e+01  4.80702649e+02]
 [-1.49929331e+01 -3.53753727e+02  4.70132183e+02]
 [-2.09597425e-02 -2.64345930e-02  1.00000000e+00]]",4
14360,102181.142732,"[[ 2.55133198e-03 -9.75176084e-05 -1.18133623e+00]
 [-4.05287453e-05 -2.93060195e-03  1.39875350e+00]
 [ 5.36626306e-05 -8.07248877e-05  1.01217977e+00]]","[[ 3.81422732e+02 -2.59419087e+01  4.81016160e+02]
 [-1.55172923e+01 -3.53674491e+02  4.70640005e+02]
 [-2.14594082e-02 -2.68314220e-02  1.00000000e+00]]",4
14361,102181.176242,"[[ 2.54980461e-03 -9.48316665e-05 -1.18134858e+00]
 [-4.11154488e-05 -2.92948789e-03  1.39908551e+00]
 [ 5.31064863e-05 -7.76294070e-05  1.01101623e+00]]","[[ 3.81767806e+02 -2.50997823e+01  4.80820766e+02]
 [-1.55039245e+01 -3.53331609e+02  4.70838727e+02]
 [-2.12438798e-02 -2.58116153e-02  1.00000000e+00]]",4
14362,102181.209753,"[[ 2.54945097e-03 -9.59493191e-05 -1.18018589e+00]
 [-4.18624043e-05 -2.93003531e-03  1.39880837e+00]
 [ 5.18965664e-05 -7.82662917e-05  1.01188428e+00]]","[[ 3.82041460e+02 -2.53490006e+01  4.80626436e+02]
 [-1.53804242e+01 -3.53357993e+02  4.70536375e+02]
 [-2.07834129e-02 -2.60311325e-02  1.00000000e+00]]",4
14363,102181.243263,"[[ 2.54942173e-03 -9.99144836e-05 -1.17847761e+00]
 [-4.15080726e-05 -2.93198116e-03  1.39830317e+00]
 [ 5.18022672e-05 -8.14268550e-05  1.01337935e+00]]","[[ 3.82049513e+02 -2.63686190e+01  4.80676975e+02]
 [-1.53093516e+01 -3.53600459e+02  4.70109157e+02]
 [-2.07598697e-02 -2.70645134e-02  1.00000000e+00]]",4
14364,102181.276774,"[[ 2.54963804e-03 -9.97346769e-05 -1.18013297e+00]
 [-3.98401036e-05 -2.93125019e-03  1.39559913e+00]
 [ 5.34474906e-05 -7.95661280e-05  1.01164126e+00]]","[[ 3.81717537e+02 -2.60503790e+01  4.81231200e+02]
 [-1.53652452e+01 -3.53374616e+02  4.69569889e+02]
 [-2.13755591e-02 -2.64167978e-02  1.00000000e+00]]",4
14365,102181.310284,"[[ 2.54816631e-03 -9.71277178e-05 -1.18188331e+00]
 [-3.92637455e-05 -2.93403770e-03  1.39300444e+00]
 [ 5.25664728e-05 -7.93532544e-05  1.01184376e+00]]","[[ 3.82107025e+02 -2.56762655e+01  4.81668306e+02]
 [-1.51003527e+01 -3.52993657e+02  4.68328114e+02]
 [-2.10351455e-02 -2.63494088e-02  1.00000000e+00]]",4
14366,102181.343794,"[[ 2.54881743e-03 -9.81107891e-05 -1.18227865e+00]
 [-3.86571173e-05 -2.93896974e-03  1.38785009e+00]
 [ 5.31784458e-05 -8.35985394e-05  1.01332673e+00]]","[[ 3.81885622e+02 -2.64527357e+01  4.81787007e+02]
 [-1.50741393e+01 -3.53004136e+02  4.65886250e+02]
 [-2.12846058e-02 -2.77343073e-02  1.00000000e+00]]",4
14367,102181.377305,"[[ 2.54893614e-03 -9.51176448e-05 -1.18307255e+00]
 [-3.73209789e-05 -2.92670911e-03  1.38286195e+00]
 [ 5.28324888e-05 -8.36492940e-05  1.01356910e+00]]","[[ 3.81956119e+02 -2.61767702e+01  4.81546505e+02]
 [-1.48572076e+01 -3.54526939e+02  4.66356620e+02]
 [-2.11356949e-02 -2.78944417e-02  1.00000000e+00]]",4
14368,102181.410815,"[[ 2.54836200e-03 -9.34089605e-05 -1.18226905e+00]
 [-3.80864092e-05 -2.92605895e-03  1.38741630e+00]
 [ 5.06547173e-05 -8.32828564e-05  1.01459863e+00]]","[[ 3.82459138e+02 -2.59021149e+01  4.81083459e+02]
 [-1.46003297e+01 -3.54608023e+02  4.67896780e+02]
 [-2.02930656e-02 -2.78146489e-02  1.00000000e+00]]",4
